merchant_name,merchant_category,amount,is_recurring,user_balance_pre,hour,day_of_week,label_category_enc,label_urgency_enc
25,15,49545,0,44568,22,0,2,2
27,15,47665,1,81965,18,1,2,2
21,6,36360,0,51370,19,0,1,1
16,4,37626,1,94769,20,0,2,2
23,10,30727,0,98231,20,6,2,2
27,15,44834,1,36465,21,6,2,2
6,12,37526,0,52221,18,4,0,0
17,14,43303,0,33335,17,4,0,0
11,3,37353,0,87109,14,3,0,0
23,10,30425,1,2763,0,2,2,2
4,4,23609,0,63441,0,4,2,2
15,11,38082,0,10926,13,1,0,0
29,1,11883,0,34317,13,1,0,0
30,9,15004,0,83119,22,3,0,0
21,6,7600,0,86299,18,4,1,1
16,4,2849,1,73036,15,0,2,2
22,6,17077,0,34243,17,3,1,1
22,6,15481,0,46339,23,0,1,1
4,4,33591,1,10651,18,6,2,2
2,2,24437,0,89762,22,0,1,1
34,11,9476,0,3736,20,3,0,0
33,2,42828,0,49614,10,3,1,1
26,15,24237,1,6347,5,2,2,2
26,15,40013,1,28219,5,3,2,2
9,8,38286,1,4772,21,4,2,2
10,5,5166,0,29936,17,0,1,1
28,3,39887,0,62409,0,5,0,0
33,2,12881,0,75898,8,2,1,1
3,2,23821,0,30763,17,2,1,1
28,3,29264,0,96549,15,0,0,0
29,1,36830,0,66775,11,6,0,0
30,9,29523,0,55399,10,6,0,0
19,0,44278,0,77145,7,5,1,1
7,7,22485,0,41636,8,1,1,1
34,11,33197,0,19950,5,1,0,0
14,8,29857,1,2533,14,3,2,2
34,11,36444,0,93742,9,3,0,0
35,13,28373,1,3636,9,6,0,0
31,1,33844,0,69877,15,6,0,0
12,14,26466,0,91847,8,0,0,0
0,12,22173,0,44624,22,1,0,0
21,6,48514,0,47025,10,2,1,1
16,4,19058,0,99808,17,3,2,2
8,10,10078,0,1520,0,2,2,2
16,4,21100,1,57986,1,4,2,2
28,3,19587,0,65156,12,4,0,0
34,11,21255,0,50840,11,3,0,0
35,13,48244,1,96311,14,5,0,0
7,7,6618,0,46027,23,1,1,1
11,3,18046,0,64284,23,1,0,0
23,10,17101,1,79951,6,2,2,2
18,0,18360,0,18981,8,0,1,1
8,10,39316,1,5709,13,6,2,2
27,15,1789,1,48936,5,5,2,2
34,11,34237,0,17038,15,2,0,0
28,3,29224,0,57157,10,4,0,0
31,1,18348,0,96396,10,5,0,0
12,14,48876,0,29655,2,1,0,0
3,2,33330,0,44453,13,1,1,1
29,1,2613,0,57303,13,0,0,0
14,8,41682,0,82719,8,3,2,2
24,13,14531,1,88757,21,4,0,0
30,9,31852,0,25024,9,1,0,0
0,12,13113,0,83700,0,0,0,0
27,15,4508,1,64815,9,0,2,2
8,10,27504,1,90675,23,0,2,2
18,0,22952,0,63969,3,6,1,1
0,12,19244,0,88052,1,4,0,0
13,5,35713,0,63540,10,2,1,1
32,0,49577,0,38153,2,1,1,1
3,2,43512,0,56187,6,1,1,1
16,4,43393,0,15381,19,4,2,2
24,13,32158,1,79281,18,0,0,0
27,15,17658,0,67017,18,5,2,2
22,6,21280,0,34789,17,5,1,1
34,11,29063,0,56231,3,0,0,0
5,6,31918,0,95944,23,5,1,1
5,6,29436,0,54214,1,6,1,1
14,8,40293,1,80552,0,4,2,2
25,15,1483,1,50200,2,0,2,2
12,14,43021,0,6950,14,5,0,0
12,14,10388,0,70715,0,0,0,0
0,12,24602,0,43950,19,0,0,0
32,0,2464,0,3125,8,2,1,1
13,5,2871,0,21071,21,1,1,1
26,15,41489,0,90686,6,0,2,2
1,7,24863,0,86388,5,0,1,1
1,7,5115,0,10184,23,4,1,1
26,15,48770,0,71501,12,2,2,2
11,3,12832,0,79889,4,3,0,0
15,11,19901,0,36420,21,2,0,0
11,3,43094,0,76023,10,3,0,0
6,12,6198,0,29631,11,0,0,0
20,9,46163,0,70388,1,5,0,0
10,5,32673,0,95862,21,6,1,1
11,3,14784,0,76243,3,4,0,0
19,0,24336,0,62995,15,0,1,1
6,12,9522,0,83064,19,6,0,0
8,10,32200,0,78279,9,0,2,2
24,13,40502,1,62564,19,5,0,0
5,6,16616,0,54483,4,3,1,1
35,13,21166,1,90808,17,0,0,0
27,15,45345,0,27923,8,2,2,2
20,9,42830,0,31398,15,3,0,0
30,9,6984,0,56297,19,6,0,0
10,5,49703,0,2285,9,3,1,1
8,10,28778,1,15398,18,4,2,2
30,9,41136,0,69258,4,4,0,0
34,11,706,0,39395,8,1,0,0
6,12,34341,0,42755,23,2,0,0
8,10,19118,1,69083,4,6,2,2
17,14,31040,0,61170,14,5,0,0
35,13,34465,1,94227,13,3,0,0
33,2,11845,0,20206,9,3,1,1
27,15,46071,0,25098,1,5,2,2
16,4,6307,0,8509,10,3,2,2
8,10,23067,0,83906,10,0,2,2
12,14,12724,0,36489,22,1,0,0
6,12,41027,0,53357,14,0,0,0
31,1,6848,0,96268,20,5,0,0
23,10,37040,0,13911,18,1,2,2
2,2,38908,0,79769,14,1,1,1
14,8,275,0,30886,20,5,2,2
35,13,10901,1,62820,0,3,0,0
31,1,9076,0,67570,0,2,0,0
20,9,19928,0,66085,14,2,0,0
18,0,25871,0,49954,13,6,1,1
17,14,34308,0,42046,3,6,0,0
14,8,41634,1,36903,8,0,2,2
34,11,32218,0,91608,9,0,0,0
34,11,11766,0,3815,15,5,0,0
17,14,14110,0,81368,11,0,0,0
13,5,11831,0,98493,11,3,1,1
16,4,34572,0,26044,6,3,2,2
3,2,24274,0,33760,21,4,1,1
1,7,42516,0,36538,4,4,1,1
10,5,45680,0,92809,12,0,1,1
22,6,2094,0,94613,10,3,1,1
30,9,31127,0,98795,11,4,0,0
5,6,1989,0,80836,11,0,1,1
8,10,5527,1,55494,10,1,2,2
4,4,20693,1,13276,18,6,2,2
14,8,21901,0,88579,9,3,2,2
12,14,43648,0,53344,22,0,0,0
31,1,49992,0,66235,17,2,0,0
31,1,29158,0,6333,12,1,0,0
15,11,41735,0,98388,3,3,0,0
7,7,7814,0,45254,5,3,1,1
4,4,7719,0,12370,7,4,2,2
23,10,38841,0,82632,21,3,2,2
26,15,41908,0,49590,22,2,2,2
19,0,44722,0,84689,16,4,1,1
0,12,24958,0,93025,1,2,0,0
1,7,37130,0,41858,20,0,1,1
9,8,13156,0,23714,10,2,2,2
16,4,6156,1,64710,3,5,2,2
17,14,41454,0,90551,18,3,0,0
10,5,35355,0,75042,14,5,1,1
17,14,13695,0,45350,20,6,0,0
31,1,17022,0,29107,6,3,0,0
21,6,33984,0,86788,17,3,1,1
30,9,30721,0,77415,16,3,0,0
10,5,21226,0,92419,18,0,1,1
26,15,27717,0,62824,5,4,2,2
28,3,23562,0,40644,9,3,0,0
8,10,28870,0,81320,18,2,2,2
13,5,16063,0,33605,22,0,1,1
33,2,44569,0,53079,15,2,1,1
18,0,7168,0,55679,9,1,1,1
10,5,10849,0,67635,13,3,1,1
14,8,8612,0,87454,3,4,2,2
29,1,9370,0,45864,21,2,0,0
23,10,155,1,86825,17,2,2,2
23,10,20254,0,11034,9,4,2,2
9,8,6009,0,95413,3,0,2,2
12,14,31383,0,21383,16,4,0,0
20,9,45895,0,28351,11,3,0,0
4,4,6379,0,51300,20,1,2,2
24,13,21537,1,37618,17,5,0,0
10,5,22832,0,64503,11,5,1,1
18,0,11775,0,31322,19,5,1,1
2,2,204,0,80528,6,2,1,1
31,1,9149,0,66029,13,4,0,0
9,8,28634,0,12670,10,4,2,2
23,10,9979,1,37850,3,3,2,2
30,9,17206,0,55777,4,4,0,0
10,5,30569,0,11331,18,4,1,1
10,5,10643,0,42315,20,1,1,1
4,4,31959,1,86197,12,5,2,2
15,11,19954,0,56203,18,0,0,0
16,4,31134,1,93826,5,4,2,2
28,3,27891,0,70192,13,2,0,0
31,1,555,0,44686,4,0,0,0
9,8,28600,0,6862,3,3,2,2
21,6,32187,0,60825,16,5,1,1
17,14,27998,0,44731,17,5,0,0
25,15,17613,1,23926,8,2,2,2
15,11,29379,0,43050,13,2,0,0
11,3,48066,0,5298,4,6,0,0
32,0,5608,0,70621,7,0,1,1
24,13,28352,1,36504,17,4,0,0
18,0,34411,0,75088,20,2,1,1
29,1,24531,0,5518,16,2,0,0
10,5,22236,0,83958,2,2,1,1
34,11,1566,0,24608,23,1,0,0
29,1,7730,0,25619,23,0,0,0
0,12,45598,0,6900,0,6,0,0
9,8,18108,0,98393,8,6,2,2
1,7,39724,0,52754,5,4,1,1
1,7,26785,0,27649,20,3,1,1
24,13,17601,1,61113,6,2,0,0
28,3,14834,0,2868,6,0,0,0
32,0,40167,0,38226,3,1,1,1
34,11,35584,0,51492,15,3,0,0
33,2,21048,0,45898,5,2,1,1
16,4,13904,0,70261,18,6,2,2
13,5,26506,0,4729,1,5,1,1
20,9,5545,0,27704,1,2,0,0
6,12,49308,0,41831,13,2,0,0
26,15,41051,1,77168,14,3,2,2
34,11,1634,0,98985,22,1,0,0
19,0,35331,0,17761,5,6,1,1
11,3,14406,0,28196,0,1,0,0
8,10,48233,1,53075,0,0,2,2
12,14,27505,0,79044,16,1,0,0
12,14,43631,0,90526,19,3,0,0
10,5,26574,0,65358,10,2,1,1
6,12,10387,0,23781,4,0,0,0
25,15,21992,1,61320,20,4,2,2
11,3,38121,0,86103,0,1,0,0
15,11,41808,0,4306,3,3,0,0
35,13,39393,1,75287,7,1,0,0
27,15,40064,1,33260,13,3,2,2
29,1,1588,0,97881,8,2,0,0
14,8,30100,0,48873,21,0,2,2
23,10,46813,0,26686,16,3,2,2
0,12,2124,0,27632,6,1,0,0
4,4,44905,1,79569,4,2,2,2
23,10,32882,1,84566,1,1,2,2
8,10,30391,0,95140,4,6,2,2
22,6,44459,0,53760,15,5,1,1
10,5,27434,0,34582,14,0,1,1
27,15,31610,0,95662,17,5,2,2
10,5,23914,0,52854,14,0,1,1
15,11,6891,0,19634,22,0,0,0
23,10,27159,0,86553,11,4,2,2
19,0,13868,0,35169,10,0,1,1
29,1,46570,0,64931,5,2,0,0
7,7,19452,0,90834,5,2,1,1
16,4,37339,0,36583,1,2,2,2
35,13,34295,1,38305,4,4,0,0
17,14,46879,0,38670,22,2,0,0
6,12,46832,0,58153,15,5,0,0
35,13,9702,1,80119,7,2,0,0
1,7,1935,0,28242,13,1,1,1
35,13,17101,1,48231,19,0,0,0
30,9,22658,0,84890,2,3,0,0
17,14,31901,0,85484,16,3,0,0
23,10,24995,1,2365,10,5,2,2
3,2,20370,0,27557,5,6,1,1
1,7,42698,0,26313,5,5,1,1
4,4,49006,0,69197,9,6,2,2
12,14,26215,0,82603,11,0,0,0
29,1,36360,0,70591,17,1,0,0
5,6,37239,0,69043,6,0,1,1
1,7,45300,0,85802,3,0,1,1
4,4,2736,0,80340,2,1,2,2
31,1,48159,0,8845,0,2,0,0
21,6,15015,0,32473,15,1,1,1
4,4,35288,1,7195,12,3,2,2
9,8,7728,0,58420,19,6,2,2
14,8,35644,0,77750,18,5,2,2
0,12,38223,0,56828,1,1,0,0
9,8,132,1,33497,8,2,2,2
7,7,41461,0,23638,22,3,1,1
6,12,17414,0,70255,7,0,0,0
7,7,41120,0,58177,1,1,1,1
30,9,21019,0,67287,9,3,0,0
8,10,4396,0,57125,15,5,2,2
11,3,22541,0,84108,6,6,0,0
14,8,15291,0,28446,23,2,2,2
2,2,31024,0,13989,3,6,1,1
14,8,21318,0,20998,17,4,2,2
8,10,40085,0,87347,3,3,2,2
20,9,47709,0,35808,9,6,0,0
20,9,24400,0,19503,22,2,0,0
17,14,29572,0,40872,8,1,0,0
15,11,26581,0,7749,14,0,0,0
24,13,18070,1,3053,1,0,0,0
9,8,19419,0,49452,1,4,2,2
34,11,21444,0,73647,11,0,0,0
9,8,18054,1,14503,9,6,2,2
23,10,47472,1,63372,19,0,2,2
22,6,25663,0,90651,3,0,1,1
19,0,39861,0,77323,1,6,1,1
28,3,42018,0,45417,13,1,0,0
16,4,7376,0,62345,2,2,2,2
2,2,27217,0,20393,20,2,1,1
14,8,28821,0,32642,22,3,2,2
0,12,9305,0,9413,19,6,0,0
17,14,49073,0,28655,9,4,0,0
4,4,30299,0,47974,3,4,2,2
7,7,39658,0,98496,1,4,1,1
11,3,28105,0,52444,3,4,0,0
22,6,24576,0,2623,17,0,1,1
22,6,21534,0,71122,9,4,1,1
2,2,4498,0,96763,10,6,1,1
28,3,33752,0,11998,2,1,0,0
14,8,44923,0,56985,14,1,2,2
4,4,42727,1,43810,7,6,2,2
33,2,34684,0,91278,15,1,1,1
27,15,37766,1,39010,6,3,2,2
26,15,14860,0,42755,10,1,2,2
1,7,38397,0,88913,20,3,1,1
9,8,46951,1,76109,22,2,2,2
35,13,20316,1,24300,14,0,0,0
21,6,35494,0,46181,3,6,1,1
3,2,43233,0,27868,4,5,1,1
23,10,17865,0,31037,21,5,2,2
26,15,28912,0,16636,1,6,2,2
4,4,25030,0,6950,8,2,2,2
10,5,13576,0,50373,20,1,1,1
31,1,33307,0,76299,23,0,0,0
8,10,7987,0,64608,16,1,2,2
33,2,12616,0,28068,3,0,1,1
20,9,33440,0,15179,19,2,0,0
27,15,27626,1,52969,13,0,2,2
17,14,4379,0,57404,16,4,0,0
18,0,5634,0,85753,6,4,1,1
30,9,18103,0,96133,11,4,0,0
21,6,16418,0,23746,16,0,1,1
35,13,9289,1,91604,9,3,0,0
22,6,13851,0,97473,1,5,1,1
17,14,10420,0,55450,20,3,0,0
35,13,24025,1,14838,9,3,0,0
30,9,20158,0,53407,11,3,0,0
7,7,1966,0,3885,2,4,1,1
30,9,48265,0,19419,13,0,0,0
10,5,10465,0,13622,16,3,1,1
32,0,27617,0,9193,2,1,1,1
16,4,35274,0,58226,2,2,2,2
6,12,30868,0,34167,20,1,0,0
12,14,31412,0,65092,1,2,0,0
35,13,33833,1,17514,11,2,0,0
31,1,47106,0,53431,20,1,0,0
32,0,16527,0,24699,5,1,1,1
2,2,30387,0,88102,21,1,1,1
24,13,27757,1,49621,2,5,0,0
22,6,25333,0,83321,4,5,1,1
8,10,9468,0,83682,13,4,2,2
23,10,21237,0,2035,0,1,2,2
20,9,12404,0,82906,6,1,0,0
4,4,29800,1,81936,23,0,2,2
11,3,43056,0,67935,8,4,0,0
23,10,22446,0,64378,23,6,2,2
11,3,34117,0,34954,20,5,0,0
15,11,35706,0,17044,7,0,0,0
4,4,7982,1,72650,10,0,2,2
24,13,20221,1,59818,20,1,0,0
23,10,33582,0,26043,10,2,2,2
26,15,48164,1,98095,2,5,2,2
22,6,23867,0,71207,11,6,1,1
12,14,6662,0,89680,12,3,0,0
24,13,13351,1,36993,5,5,0,0
6,12,34293,0,55715,16,3,0,0
3,2,47387,0,39820,0,3,1,1
7,7,13780,0,96636,21,2,1,1
5,6,9294,0,19347,21,3,1,1
19,0,10549,0,85183,1,1,1,1
14,8,23064,1,9744,7,6,2,2
24,13,8191,1,95655,15,1,0,0
9,8,9432,0,88611,12,1,2,2
25,15,7786,1,68738,3,3,2,2
30,9,43381,0,57945,14,2,0,0
4,4,4713,1,99361,18,0,2,2
1,7,25102,0,33982,3,1,1,1
15,11,46614,0,91128,4,4,0,0
18,0,6853,0,12109,7,1,1,1
18,0,32509,0,92459,16,1,1,1
22,6,6993,0,37226,22,0,1,1
7,7,27601,0,87922,10,0,1,1
31,1,6727,0,93966,2,4,0,0
30,9,38837,0,57354,7,5,0,0
11,3,36844,0,80013,17,0,0,0
10,5,39530,0,14629,20,1,1,1
28,3,15737,0,47777,9,1,0,0
10,5,22860,0,85315,0,2,1,1
5,6,41264,0,98068,15,1,1,1
14,8,1682,0,83143,23,3,2,2
6,12,1959,0,96059,18,2,0,0
17,14,23193,0,33097,14,1,0,0
5,6,30128,0,92133,21,3,1,1
8,10,36700,0,72232,12,4,2,2
13,5,11375,0,66014,1,0,1,1
12,14,20844,0,40586,14,0,0,0
13,5,40850,0,65668,2,4,1,1
10,5,17446,0,93219,2,4,1,1
33,2,23788,0,99429,5,3,1,1
3,2,7405,0,25376,11,1,1,1
0,12,26181,0,81564,15,6,0,0
14,8,6033,0,93779,5,2,2,2
1,7,47016,0,45085,5,6,1,1
10,5,25347,0,14082,12,1,1,1
29,1,14834,0,58504,20,4,0,0
24,13,1827,1,65314,5,6,0,0
32,0,28959,0,85420,19,5,1,1
27,15,16069,1,3222,20,2,2,2
16,4,36559,0,72750,20,0,2,2
15,11,34085,0,76639,4,0,0,0
7,7,17372,0,57033,20,5,1,1
19,0,35513,0,47302,12,6,1,1
2,2,16280,0,71052,8,1,1,1
11,3,35185,0,41589,18,0,0,0
12,14,30593,0,35775,3,1,0,0
16,4,32680,0,77971,20,1,2,2
8,10,36797,0,59281,10,0,2,2
17,14,46388,0,19882,21,5,0,0
29,1,37439,0,33531,2,1,0,0
20,9,46251,0,17979,0,0,0,0
16,4,35384,0,91884,16,5,2,2
3,2,37446,0,67078,12,0,1,1
3,2,40050,0,7443,9,0,1,1
28,3,40329,0,8839,2,6,0,0
8,10,16405,0,79343,12,2,2,2
8,10,42659,0,65377,3,1,2,2
3,2,6270,0,53394,2,1,1,1
34,11,45740,0,62681,7,2,0,0
8,10,20494,1,47051,1,4,2,2
7,7,6046,0,24691,20,0,1,1
14,8,23116,0,85333,19,3,2,2
33,2,49370,0,12824,20,5,1,1
25,15,4091,1,73523,16,5,2,2
28,3,213,0,69852,13,3,0,0
33,2,20171,0,4124,20,0,1,1
31,1,12452,0,83924,6,3,0,0
8,10,22726,0,13209,2,6,2,2
12,14,28981,0,93085,1,4,0,0
4,4,40868,1,5582,11,6,2,2
6,12,7163,0,46251,2,6,0,0
8,10,32714,0,25817,11,2,2,2
33,2,43254,0,72324,16,6,1,1
28,3,22273,0,32772,15,5,0,0
19,0,12443,0,53490,21,4,1,1
5,6,43331,0,93251,8,2,1,1
29,1,34659,0,74293,4,1,0,0
9,8,21092,0,18257,9,2,2,2
6,12,26592,0,57534,3,6,0,0
30,9,32293,0,14173,15,3,0,0
13,5,32711,0,38143,3,6,1,1
21,6,5944,0,40754,17,1,1,1
2,2,3242,0,70530,6,4,1,1
6,12,12436,0,46606,11,6,0,0
15,11,33441,0,49104,23,5,0,0
14,8,30065,0,24840,2,6,2,2
31,1,32558,0,27597,23,0,0,0
5,6,13602,0,90859,7,1,1,1
26,15,43327,0,43852,1,4,2,2
19,0,26442,0,6366,2,3,1,1
18,0,43912,0,34340,5,1,1,1
9,8,26917,1,90976,11,3,2,2
34,11,18324,0,25337,5,4,0,0
25,15,45485,1,52334,21,4,2,2
35,13,4721,1,84071,4,1,0,0
23,10,4458,0,24533,10,6,2,2
23,10,44723,1,94219,15,6,2,2
6,12,18758,0,75225,21,0,0,0
11,3,13346,0,11838,5,0,0,0
14,8,34062,0,5178,8,3,2,2
28,3,15084,0,5484,15,6,0,0
31,1,15943,0,57640,0,3,0,0
4,4,29068,1,78750,20,4,2,2
9,8,2967,0,75053,15,3,2,2
33,2,11603,0,46390,0,3,1,1
5,6,25005,0,20566,6,2,1,1
32,0,41205,0,25972,6,4,1,1
27,15,4647,1,32714,9,2,2,2
8,10,35956,1,42122,13,5,2,2
29,1,34050,0,70528,19,3,0,0
33,2,2618,0,19307,17,0,1,1
27,15,324,1,74255,15,5,2,2
28,3,41275,0,5113,15,0,0,0
25,15,31323,1,75406,8,4,2,2
6,12,29569,0,98550,19,6,0,0
7,7,41826,0,60135,19,3,1,1
16,4,14769,0,19427,1,2,2,2
13,5,10606,0,48744,16,1,1,1
34,11,9536,0,6077,22,2,0,0
19,0,8293,0,82616,1,5,1,1
13,5,27476,0,60869,9,1,1,1
16,4,30477,1,48152,8,4,2,2
10,5,47502,0,69959,8,5,1,1
14,8,37349,1,26006,4,1,2,2
16,4,24663,1,84910,23,2,2,2
10,5,30917,0,14740,16,6,1,1
6,12,3434,0,26637,21,5,0,0
23,10,34014,1,57094,4,4,2,2
25,15,13630,1,51089,19,0,2,2
1,7,42124,0,53174,4,1,1,1
24,13,20841,1,61917,4,0,0,0
20,9,40100,0,80758,3,6,0,0
28,3,5719,0,3313,9,3,0,0
3,2,20632,0,47252,5,5,1,1
9,8,4426,0,48071,8,3,2,2
16,4,22291,0,92722,23,3,2,2
0,12,36923,0,21446,22,2,0,0
15,11,34985,0,81540,15,0,0,0
20,9,45317,0,33188,3,1,0,0
4,4,49623,0,5661,4,2,2,2
20,9,31352,0,22842,21,3,0,0
4,4,29416,1,3102,9,4,2,2
3,2,24346,0,9529,1,4,1,1
6,12,9896,0,15045,10,5,0,0
33,2,46722,0,11388,3,5,1,1
25,15,38787,1,55253,16,3,2,2
1,7,33747,0,37232,16,5,1,1
20,9,11036,0,7317,13,4,0,0
6,12,29521,0,57247,8,4,0,0
7,7,43315,0,11017,3,4,1,1
35,13,48245,1,75689,20,3,0,0
10,5,30909,0,50309,16,6,1,1
7,7,22096,0,48576,7,5,1,1
34,11,8773,0,45882,17,0,0,0
9,8,18557,0,35453,18,6,2,2
29,1,33444,0,15379,1,4,0,0
28,3,4976,0,23713,23,5,0,0
35,13,5826,1,10384,10,3,0,0
2,2,4712,0,20979,12,1,1,1
2,2,7035,0,80790,13,1,1,1
35,13,48994,1,11137,10,4,0,0
31,1,28475,0,90363,14,6,0,0
22,6,5304,0,51211,13,3,1,1
30,9,46515,0,65420,13,2,0,0
20,9,48043,0,89125,22,1,0,0
4,4,33365,1,1327,14,6,2,2
9,8,9530,1,71540,4,1,2,2
28,3,12433,0,25016,15,3,0,0
23,10,41734,1,78135,12,2,2,2
0,12,28052,0,33392,16,4,0,0
25,15,44895,1,33486,19,1,2,2
31,1,4214,0,65239,15,4,0,0
15,11,44273,0,94361,7,2,0,0
29,1,38644,0,47879,18,6,0,0
7,7,29642,0,47438,18,1,1,1
17,14,19776,0,64605,6,3,0,0
18,0,11277,0,6096,10,6,1,1
34,11,30354,0,43015,8,0,0,0
16,4,10106,1,19123,13,1,2,2
15,11,9237,0,42013,8,6,0,0
13,5,1014,0,57435,2,5,1,1
35,13,14320,1,12931,17,3,0,0
30,9,17853,0,44712,0,5,0,0
20,9,10475,0,40283,0,0,0,0
32,0,31985,0,80037,22,0,1,1
34,11,10574,0,64376,7,5,0,0
12,14,4484,0,42873,3,0,0,0
0,12,15510,0,68495,11,4,0,0
34,11,949,0,40871,17,3,0,0
2,2,20456,0,90160,3,3,1,1
28,3,34810,0,37448,12,4,0,0
24,13,37149,1,62565,20,5,0,0
16,4,27428,0,32758,12,5,2,2
19,0,41641,0,62914,18,1,1,1
2,2,12838,0,17163,15,3,1,1
32,0,32120,0,74332,9,3,1,1
2,2,6364,0,50850,3,2,1,1
3,2,34783,0,64848,1,3,1,1
29,1,25631,0,25820,13,1,0,0
12,14,31147,0,32820,3,6,0,0
33,2,40775,0,63749,13,0,1,1
7,7,31865,0,41678,12,2,1,1
14,8,19473,0,96630,18,5,2,2
0,12,24742,0,55942,21,6,0,0
6,12,13485,0,19382,11,2,0,0
25,15,42304,1,55736,13,6,2,2
4,4,29373,1,82536,9,6,2,2
16,4,7161,0,36355,18,2,2,2
9,8,18762,0,21851,16,1,2,2
3,2,8220,0,7371,20,3,1,1
12,14,20761,0,94937,1,6,0,0
34,11,26021,0,23830,20,3,0,0
6,12,37168,0,99654,20,0,0,0
22,6,47107,0,94041,0,2,1,1
31,1,9269,0,20366,15,0,0,0
32,0,49557,0,47727,6,5,1,1
29,1,22616,0,98915,3,6,0,0
10,5,34485,0,55072,5,4,1,1
35,13,13682,1,59285,5,3,0,0
1,7,15780,0,7907,8,4,1,1
22,6,45797,0,30059,18,3,1,1
21,6,49810,0,30995,22,2,1,1
33,2,25496,0,99585,20,3,1,1
25,15,19081,0,65017,1,4,2,2
31,1,13215,0,77789,15,4,0,0
18,0,32308,0,1437,21,4,1,1
12,14,26129,0,28389,22,2,0,0
6,12,36555,0,49560,6,5,0,0
8,10,49525,1,80141,15,0,2,2
9,8,17161,0,51963,10,1,2,2
4,4,29299,0,79584,15,4,2,2
14,8,7485,0,5960,15,6,2,2
14,8,49891,1,75238,11,1,2,2
9,8,23754,0,61288,11,5,2,2
1,7,33595,0,3621,2,3,1,1
14,8,21984,1,27547,17,4,2,2
33,2,25708,0,79380,7,2,1,1
20,9,36854,0,78715,23,1,0,0
31,1,117,0,4589,4,3,0,0
27,15,100,0,40273,6,2,2,2
8,10,3608,1,48741,19,5,2,2
34,11,5087,0,37197,0,1,0,0
0,12,7969,0,40090,10,2,0,0
4,4,7985,1,83954,20,1,2,2
30,9,1040,0,15256,22,6,0,0
16,4,17799,0,3456,23,6,2,2
31,1,14221,0,9040,2,0,0,0
26,15,32699,0,57187,4,3,2,2
8,10,37898,0,6271,21,4,2,2
7,7,47211,0,63305,5,5,1,1
25,15,17923,0,25150,16,6,2,2
25,15,2991,1,74321,19,1,2,2
18,0,48762,0,6698,0,2,1,1
29,1,30001,0,62428,18,6,0,0
17,14,47692,0,72723,14,6,0,0
2,2,41998,0,45954,12,0,1,1
13,5,30737,0,46039,7,2,1,1
20,9,23714,0,57085,22,6,0,0
24,13,23605,1,85102,5,3,0,0
8,10,22608,0,66868,10,3,2,2
2,2,41564,0,98121,6,3,1,1
9,8,5457,1,55416,2,1,2,2
28,3,16793,0,72648,5,5,0,0
18,0,46614,0,44395,6,4,1,1
2,2,24566,0,72386,23,6,1,1
18,0,23111,0,98781,13,0,1,1
18,0,42298,0,59961,2,3,1,1
25,15,7164,1,65407,13,2,2,2
0,12,49632,0,53730,18,2,0,0
28,3,1640,0,2625,9,4,0,0
28,3,12270,0,89692,5,6,0,0
7,7,7895,0,55801,6,5,1,1
25,15,39261,1,39849,14,4,2,2
12,14,20008,0,56667,4,3,0,0
22,6,32300,0,4631,18,4,1,1
12,14,16862,0,92333,13,3,0,0
11,3,45227,0,77455,5,3,0,0
30,9,25001,0,5568,4,4,0,0
20,9,35734,0,12565,18,6,0,0
11,3,24993,0,98679,8,4,0,0
30,9,21259,0,41107,3,0,0,0
9,8,6322,1,1849,2,6,2,2
25,15,29226,1,9557,20,4,2,2
16,4,45787,1,74562,15,6,2,2
1,7,45858,0,68229,8,4,1,1
16,4,10765,1,5718,5,2,2,2
15,11,45110,0,20789,11,6,0,0
20,9,16421,0,1246,15,6,0,0
10,5,19910,0,24443,4,6,1,1
30,9,46881,0,58783,21,6,0,0
28,3,9222,0,17801,16,1,0,0
16,4,24130,1,92108,13,1,2,2
12,14,27534,0,62583,12,4,0,0
34,11,4486,0,9042,23,6,0,0
17,14,26401,0,66968,1,0,0,0
28,3,10716,0,11821,23,0,0,0
9,8,43344,0,72054,23,5,2,2
30,9,43108,0,24815,11,1,0,0
28,3,15320,0,27035,16,2,0,0
24,13,833,1,49240,17,5,0,0
11,3,38476,0,70036,9,3,0,0
24,13,16069,1,63465,17,5,0,0
20,9,31474,0,28565,12,0,0,0
10,5,9675,0,87935,18,1,1,1
29,1,33745,0,10014,18,0,0,0
18,0,49475,0,54699,11,3,1,1
19,0,26733,0,8321,5,2,1,1
5,6,25962,0,4126,18,4,1,1
13,5,39843,0,29954,1,2,1,1
20,9,42438,0,99515,21,3,0,0
18,0,34261,0,38199,15,4,1,1
15,11,27449,0,9194,13,0,0,0
35,13,24316,1,36857,21,6,0,0
16,4,19989,1,70661,13,2,2,2
6,12,33617,0,64435,13,6,0,0
20,9,6062,0,91126,6,4,0,0
29,1,41330,0,35655,8,1,0,0
19,0,21344,0,31880,18,0,1,1
17,14,12672,0,44408,13,5,0,0
7,7,39274,0,56054,11,5,1,1
24,13,12549,1,90560,5,6,0,0
3,2,30422,0,76751,16,5,1,1
11,3,41950,0,32878,8,5,0,0
23,10,24675,0,32695,19,6,2,2
7,7,35319,0,45247,15,2,1,1
29,1,8254,0,49856,1,0,0,0
26,15,12481,1,33898,12,4,2,2
7,7,13154,0,35325,7,5,1,1
30,9,31319,0,57801,14,6,0,0
